month,year,survey,depth,num_cpue,accepted_name,latitude,longitude
2,2016,SCS,108.81,4,Gadus morhua,42.0005,-67.798833
3,2016,SCS,212.14,6,Gadus morhua,43.416,-66.844167
3,2017,SCS,78.64,74,Gadus morhua,41.965,-66.428333
3,2018,SCS,72.24,22,Gadus morhua,42.048667,-66.627833
2,2019,SCS,71.32,30,Gadus morhua,41.944833,-66.628667
3,2017,SCS,84.12,92,Gadus morhua,41.998333,-66.48
3,2018,SCS,75.9,406,Gadus morhua,42.008833,-66.532333
2,2019,SCS,62.18,8,Gadus morhua,41.785333,-66.742333
3,2016,SCS,87.78,32,Gadus morhua,42.123167,-66.477167
3,2017,SCS,75.9,24,Gadus morhua,41.987167,-66.635833
3,2018,SCS,79.55,22,Gadus morhua,42.0935,-66.586
3,2016,SCS,84.12,40,Gadus morhua,42.046833,-66.462167
3,2017,SCS,80.47,4,Gadus morhua,42.100333,-66.577333
3,2018,SCS,258.78,14,Gadus morhua,42.272833,-66.495333
3,2016,SCS,80.47,30,Gadus morhua,42.0575,-66.512333
3,2017,SCS,210.31,6,Gadus morhua,42.195167,-66.599167
3,2018,SCS,277.98,4,Gadus morhua,42.351167,-66.404333
2,2019,SCS,78.64,2,Gadus morhua,42.1475,-66.9715
3,2016,SCS,75.9,45.71428571,Gadus morhua,41.994833,-66.618
3,2016,SCS,71.32,11.42857143,Gadus morhua,42.069167,-66.855667
3,2016,SCS,160.93,8.181818182,Gadus morhua,44.077667,-67.010167
3,2017,SCS,93.27,46,Gadus morhua,42.024167,-66.08
3,2018,SCS,114.3,178,Gadus morhua,42.115167,-66.12
3,2016,SCS,62.18,2,Gadus morhua,42.0795,-67.025333
3,2016,SCS,189.28,6,Gadus morhua,44.253667,-66.681833
3,2017,SCS,78.64,44.34782609,Gadus morhua,41.916,-66.3515
3,2019,SCS,134.42,9,Gadus morhua,44.8455,-66.772833
3,2016,SCS,228.6,2.4,Gadus morhua,42.218833,-66.9305
3,2017,SCS,82.3,22,Gadus morhua,42.0535,-66.467167
3,2018,SCS,76.81,12,Gadus morhua,42.012167,-66.242
3,2017,SCS,91.44,20,Gadus morhua,42.3995,-65.640167
3,2018,SCS,78.64,28,Gadus morhua,41.893167,-66.298
3,2019,SCS,122.53,2,Gadus morhua,44.900167,-66.322333
3,2016,SCS,78.64,4,Gadus morhua,42.0845,-67.475667
3,2017,SCS,93.27,32,Gadus morhua,42.487667,-65.5685
3,2019,SCS,162.76,4,Gadus morhua,41.6805,-68.632167
3,2019,SCS,96.01,4,Gadus morhua,45.045667,-66.173667
3,2016,SCS,99.67,16,Gadus morhua,45.001833,-66.165333
3,2017,SCS,89.61,13.63636364,Gadus morhua,42.596,-65.4835
3,2016,SCS,82.3,4,Gadus morhua,45.085167,-66.065333
3,2020,SCS,78.64,8,Gadus morhua,41.5955,-66.513667
3,2019,SCS,87.78,10,Gadus morhua,45.029333,-65.900333
3,2016,SCS,58.52,5.217391304,Gadus morhua,45.239833,-65.6115
3,2019,SCS,68.58,18,Gadus morhua,45.14,-65.5925
3,2016,SCS,74.98,8,Gadus morhua,45.140833,-65.6325
3,2019,SCS,69.49,4,Gadus morhua,45.1685,-65.432667
3,2016,SCS,139.9,4,Gadus morhua,41.566333,-69.270167
3,2016,SCS,87.78,14,Gadus morhua,45.024667,-65.647167
3,2020,SCS,103.33,2,Gadus morhua,41.7515,-65.978
3,2018,SCS,85.04,24,Gadus morhua,41.922,-66.1715
3,2019,SCS,69.49,2,Gadus morhua,44.935167,-65.409667
3,2016,SCS,155.45,2,Gadus morhua,41.656167,-68.816333
3,2020,SCS,82.3,52,Gadus morhua,41.9995,-66.48
3,2018,SCS,128.93,4,Gadus morhua,41.867833,-65.846167
3,2019,SCS,56.69,2.727272727,Gadus morhua,41.118,-68.5835
3,2016,SCS,87.78,13.04347826,Gadus morhua,44.684,-65.986833
3,2020,SCS,75.9,2,Gadus morhua,42.0905,-66.6425
3,2018,SCS,139.9,4,Gadus morhua,41.9805,-65.915333
3,2019,SCS,77.72,3,Gadus morhua,44.7865,-65.7995
3,2016,SCS,108.81,4,Gadus morhua,44.82,-66.1265
3,2020,SCS,67.67,66.20689655,Gadus morhua,42.101167,-66.8175
3,2016,SCS,123.44,2.727272727,Gadus morhua,43.535167,-66.571833
3,2019,SCS,89.61,9,Gadus morhua,44.792667,-65.848833
3,2019,SCS,111.56,2,Gadus morhua,44.7875,-65.9585
3,2016,SCS,85.95,4,Gadus morhua,41.2015,-68.831333
3,2016,SCS,51.21,2,Gadus morhua,40.672333,-69.481167
3,2019,SCS,84.12,5.714285714,Gadus morhua,44.0655,-66.778833
3,2019,SCS,96.93,2,Gadus morhua,42.949833,-64.157
3,2019,SCS,99.67,4,Gadus morhua,43.023833,-64.254667
3,2016,SCS,56.69,2,Gadus morhua,40.785333,-68.204167
3,2019,SCS,89.61,10,Gadus morhua,43.11,-64.1465
3,2019,SCS,64.01,2,Gadus morhua,40.717833,-68.2515
3,2016,SCS,55.78,4.137931034,Gadus morhua,40.997667,-67.783333
3,2016,SCS,209.4,6,Gadus morhua,42.202167,-66.741667
3,2019,SCS,78.64,30,Gadus morhua,41.567667,-66.574
3,2019,SCS,71.32,4,Gadus morhua,41.564,-66.682667
3,2019,SCS,73.15,2.857142857,Gadus morhua,41.691333,-66.508167
3,2019,SCS,74.98,5.714285714,Gadus morhua,41.705833,-66.416333
3,2019,SCS,76.81,24,Gadus morhua,41.766167,-66.471333
3,2019,SCS,76.81,2,Gadus morhua,41.787167,-66.328167
2,2019,SCS,216.71,6,Melanogrammus aeglefinus,43.917667,-63.689833
3,2016,SCS,109.73,353.3333333,Melanogrammus aeglefinus,42.264167,-65.581667
3,2017,SCS,135.33,152.9032258,Melanogrammus aeglefinus,41.966667,-65.885
3,2018,SCS,125.27,50,Melanogrammus aeglefinus,41.792,-65.8735
3,2017,SCS,103.33,6,Melanogrammus aeglefinus,44.267,-63.725667
2,2019,SCS,215.8,24,Melanogrammus aeglefinus,42.248833,-66.242167
2,2016,SCS,228.6,54.54545455,Melanogrammus aeglefinus,42.2015,-66.0675
3,2016,SCS,107.9,794,Melanogrammus aeglefinus,42.416833,-65.375
3,2017,SCS,107.9,722,Melanogrammus aeglefinus,41.901667,-65.926667
3,2020,SCS,259.69,6.206896552,Melanogrammus aeglefinus,42.044167,-65.798667
3,2020,SCS,148.13,245.7142857,Melanogrammus aeglefinus,43.160333,-65.208333
3,2018,SCS,103.33,24,Melanogrammus aeglefinus,41.717667,-65.973667
3,2017,SCS,162.76,12,Melanogrammus aeglefinus,43.311833,-65.036167
3,2017,SCS,152.7,18,Melanogrammus aeglefinus,44.092,-63.814833
2,2019,SCS,247.8,296,Melanogrammus aeglefinus,42.241833,-66.606333
2,2016,SCS,80.47,3608,Melanogrammus aeglefinus,41.991167,-66.224167
3,2016,SCS,106.07,1329,Melanogrammus aeglefinus,42.753667,-64.899
3,2017,SCS,111.56,632,Melanogrammus aeglefinus,41.726167,-65.902167
3,2020,SCS,95.1,138,Melanogrammus aeglefinus,41.958833,-66.088833
3,2020,SCS,118.87,14,Melanogrammus aeglefinus,43.050833,-65.365167
3,2018,SCS,132.59,18,Melanogrammus aeglefinus,41.456833,-66.054
3,2017,SCS,161.85,44,Melanogrammus aeglefinus,42.113667,-68.7895
2,2019,SCS,286.21,30,Melanogrammus aeglefinus,42.287,-66.770333
2,2016,SCS,86.87,8848,Melanogrammus aeglefinus,41.981333,-66.176
3,2016,SCS,84.12,772.2580645,Melanogrammus aeglefinus,43.255333,-64.181333
3,2017,SCS,98.76,562,Melanogrammus aeglefinus,41.833333,-65.957167
3,2020,SCS,78.64,42.58064516,Melanogrammus aeglefinus,41.835333,-66.185
3,2020,SCS,153.62,8,Melanogrammus aeglefinus,42.8825,-65.3245
3,2018,SCS,89.61,146,Melanogrammus aeglefinus,41.475333,-66.341333
3,2017,SCS,135.33,1156,Melanogrammus aeglefinus,42.107167,-68.9455
2,2019,SCS,274.32,6.666666667,Melanogrammus aeglefinus,42.304167,-66.992333
3,2019,SCS,109.73,140,Melanogrammus aeglefinus,42.250167,-65.5445
2,2016,SCS,98.76,1174,Melanogrammus aeglefinus,41.959667,-66.038333
3,2017,SCS,84.12,98,Melanogrammus aeglefinus,41.7755,-66.095167
3,2020,SCS,129.84,312,Melanogrammus aeglefinus,41.779333,-65.834
3,2020,SCS,104.24,2048.571429,Melanogrammus aeglefinus,42.8105,-64.941833
3,2018,SCS,85.04,464,Melanogrammus aeglefinus,41.591167,-66.266333
3,2017,SCS,85.04,24,Melanogrammus aeglefinus,42.1055,-69.991167
2,2019,SCS,109.73,956,Melanogrammus aeglefinus,42.173167,-66.965333
3,2019,SCS,110.64,488,Melanogrammus aeglefinus,42.413667,-65.338667
2,2016,SCS,171.91,490,Melanogrammus aeglefinus,41.996667,-65.889833
3,2016,SCS,145.39,10.71428571,Melanogrammus aeglefinus,44.1505,-63.4685
3,2017,SCS,90.53,380,Melanogrammus aeglefinus,41.55,-66.218333
3,2020,SCS,133.5,14,Melanogrammus aeglefinus,41.6935,-65.847667
3,2020,SCS,111.56,746,Melanogrammus aeglefinus,42.724167,-64.687
3,2018,SCS,84.12,172,Melanogrammus aeglefinus,41.730667,-66.315167
3,2017,SCS,68.58,4,Melanogrammus aeglefinus,41.6845,-69.721333
2,2019,SCS,58.52,1822,Melanogrammus aeglefinus,42.093,-66.960667
3,2019,SCS,116.13,234,Melanogrammus aeglefinus,42.516,-65.012667
2,2016,SCS,217.63,108,Melanogrammus aeglefinus,41.933333,-65.745833
3,2016,SCS,147.22,10,Melanogrammus aeglefinus,44.159833,-63.429833
3,2017,SCS,96.93,42,Melanogrammus aeglefinus,41.361667,-66.355
3,2020,SCS,93.27,2.5,Melanogrammus aeglefinus,41.726333,-66.104667
3,2020,SCS,91.44,626,Melanogrammus aeglefinus,42.887667,-64.756167
3,2018,SCS,79.55,3654,Melanogrammus aeglefinus,41.823167,-66.336833
3,2019,SCS,108.81,2550,Melanogrammus aeglefinus,42.721667,-64.860833
2,2016,SCS,133.5,1088,Melanogrammus aeglefinus,41.887833,-65.809
3,2016,SCS,213.97,2.608695652,Melanogrammus aeglefinus,43.825167,-63.875667
3,2017,SCS,87.78,1826,Melanogrammus aeglefinus,41.557833,-66.4745
3,2020,SCS,86.87,3.870967742,Melanogrammus aeglefinus,41.768833,-66.229333
3,2020,SCS,81.38,280,Melanogrammus aeglefinus,42.956667,-64.783667
3,2018,SCS,75.9,1434,Melanogrammus aeglefinus,41.896667,-66.509333
3,2017,SCS,82.3,21,Melanogrammus aeglefinus,41.233833,-69.2115
2,2019,SCS,78.64,5794,Melanogrammus aeglefinus,42.119833,-66.670167
3,2019,SCS,109.73,890,Melanogrammus aeglefinus,42.767,-64.658167
2,2016,SCS,95.1,336,Melanogrammus aeglefinus,41.7155,-65.991167
3,2016,SCS,198.42,2,Melanogrammus aeglefinus,43.802833,-64.094
3,2017,SCS,74.98,2722,Melanogrammus aeglefinus,41.609333,-66.585333
3,2020,SCS,85.95,32,Melanogrammus aeglefinus,41.681167,-66.2415
3,2020,SCS,299.92,25.71428571,Melanogrammus aeglefinus,42.349167,-67.291
3,2018,SCS,74.07,1952,Melanogrammus aeglefinus,41.9755,-66.6365
3,2017,SCS,60.35,82,Melanogrammus aeglefinus,40.945333,-69.216
2,2019,SCS,82.3,18574,Melanogrammus aeglefinus,42.117,-66.5525
3,2019,SCS,145.39,26,Melanogrammus aeglefinus,42.570833,-64.5605
2,2016,SCS,82.3,96,Melanogrammus aeglefinus,41.734,-66.159667
3,2016,SCS,178.31,2,Melanogrammus aeglefinus,43.327667,-64.362833
3,2017,SCS,62.18,2196,Melanogrammus aeglefinus,41.643333,-66.93
3,2020,SCS,89.61,4,Melanogrammus aeglefinus,41.5125,-66.312
3,2020,SCS,296.27,2,Melanogrammus aeglefinus,42.571333,-67.259833
3,2018,SCS,66.75,2578,Melanogrammus aeglefinus,42.0045,-66.840167
2,2019,SCS,80.47,2634,Melanogrammus aeglefinus,42.045,-66.497833
3,2019,SCS,266.09,4.137931034,Melanogrammus aeglefinus,42.596167,-64.460167
2,2016,SCS,87.78,122,Melanogrammus aeglefinus,41.742833,-66.229
3,2016,SCS,92.35,1284,Melanogrammus aeglefinus,43.2485,-64.004
3,2017,SCS,72.24,2958,Melanogrammus aeglefinus,41.571667,-66.786667
3,2020,SCS,89.61,14,Melanogrammus aeglefinus,41.485167,-66.2225
3,2020,SCS,292.61,4,Melanogrammus aeglefinus,42.597167,-67.0475
3,2018,SCS,82.3,704,Melanogrammus aeglefinus,42.146,-66.9475
3,2017,SCS,65.84,8,Melanogrammus aeglefinus,40.543,-69.759333
2,2019,SCS,84.12,3130,Melanogrammus aeglefinus,42.065333,-66.453
3,2019,SCS,208.48,2,Melanogrammus aeglefinus,42.709333,-64.231833
2,2016,SCS,96.93,18,Melanogrammus aeglefinus,41.632,-66.162
3,2016,SCS,92.35,1164,Melanogrammus aeglefinus,43.157833,-63.993167
3,2017,SCS,85.95,2894,Melanogrammus aeglefinus,41.458333,-66.596667
3,2020,SCS,109.73,11.61290323,Melanogrammus aeglefinus,41.454,-66.219
2,2019,SCS,78.64,1974,Melanogrammus aeglefinus,41.951167,-66.459333
2,2016,SCS,134.42,96,Melanogrammus aeglefinus,41.546667,-66.006833
3,2016,SCS,95.1,1034,Melanogrammus aeglefinus,43.0755,-63.986833
3,2017,SCS,81.38,762,Melanogrammus aeglefinus,41.359167,-66.653667
3,2020,SCS,109.73,10,Melanogrammus aeglefinus,41.370667,-66.252333
3,2020,SCS,192.02,42,Melanogrammus aeglefinus,42.7145,-66.859667
3,2018,SCS,93.27,3686,Melanogrammus aeglefinus,42.071167,-67.120167
2,2019,SCS,78.64,252,Melanogrammus aeglefinus,41.862333,-66.310833
3,2019,SCS,156.36,30,Melanogrammus aeglefinus,42.804167,-63.9825
2,2016,SCS,137.16,70,Melanogrammus aeglefinus,41.426,-66.1205
3,2016,SCS,146.3,29.03225806,Melanogrammus aeglefinus,43.229667,-63.424833
3,2017,SCS,80.47,170,Melanogrammus aeglefinus,41.1305,-66.643833
3,2020,SCS,91.44,3054,Melanogrammus aeglefinus,41.390667,-66.4205
3,2020,SCS,195.68,60,Melanogrammus aeglefinus,42.751333,-66.8565
3,2018,SCS,124.36,416,Melanogrammus aeglefinus,42.173333,-67.138667
2,2019,SCS,83.21,342,Melanogrammus aeglefinus,41.867167,-66.192167
2,2016,SCS,97.84,26,Melanogrammus aeglefinus,41.332667,-66.3025
3,2016,SCS,151.79,2,Melanogrammus aeglefinus,43.003,-63.640833
3,2017,SCS,74.07,14,Melanogrammus aeglefinus,41.055167,-66.807
3,2020,SCS,81.38,15.55555556,Melanogrammus aeglefinus,41.3875,-66.6865
3,2020,SCS,228.6,43.84615385,Melanogrammus aeglefinus,42.671833,-67.326
3,2018,SCS,63.09,1360,Melanogrammus aeglefinus,42.111833,-67.256167
2,2019,SCS,89.61,306,Melanogrammus aeglefinus,41.906333,-66.137333
3,2019,SCS,160.93,32,Melanogrammus aeglefinus,42.942833,-63.4975
3,2016,SCS,192.02,18.62068966,Melanogrammus aeglefinus,42.835167,-63.637833
3,2017,SCS,65.84,276,Melanogrammus aeglefinus,41.111333,-66.997167
3,2020,SCS,67.67,4,Melanogrammus aeglefinus,41.185667,-66.7755
3,2020,SCS,208.48,24,Melanogrammus aeglefinus,42.6785,-67.4935
