"","Date","Daylength","Temperature","Chlorophyll_log","Richness"
"85",2014-02-04,9.903218572,2.32,0.928219302739429,316.855455945046
"86",2014-02-04,9.903218572,2.29,0.418710334858185,367.392310322888
"87",2014-02-12,10.26773616,0.29,0.698134722070984,348.668278900948
"88",2014-02-12,10.26773616,1.87,0.841567185678219,249.071551152459
"89",2014-02-12,10.26773616,2.34,0.667829372575655,287.326404893875
"90",2014-02-19,10.60563148,0.98,0.708035793053696,283.412816260342
"91",2014-02-19,10.60563148,0.94,0.806475865866949,247.484246458654
"92",2014-02-19,10.60563148,1.26,0.819779831493311,435.546751568358
"93",2014-02-26,10.95564308,0.96,1.13783300182139,260.391897327866
"94",2014-02-26,10.95564308,1.58,1.25276296849537,292.209260652277
"95",2014-02-26,10.95564308,1.47,0.8754687373539,363.736171959918
"96",2015-03-04,11.26212155,0.0132,1.34461783492475,382.898906365062
"97",2015-03-04,11.26212155,0.7685,1.49582118564713,444.735108536468
"98",2015-03-11,11.62430902,1.0217,1.81769845923883,391.139607710973
"99",2015-03-11,11.62430902,1.0524,1.85872473094738,318.859017801931
"100",2015-03-11,11.62430902,1.4272,1.68343530704578,319.468811046877
"101",2015-03-17,11.93680867,0.6649,1.85872473094738,233.035682163592
"102",2015-03-17,11.93680867,0.699,2.28967612970113,229.704885371473
"103",2015-03-17,11.93680867,0.9275,2.25449928071057,266.679083444776
"104",2015-03-25,12.35386317,0.7028,2.14087289682295,256.375232379466
"105",2015-03-25,12.35386317,0.5202,2.81517875286267,177.608278611623
"106",2015-04-01,12.7169444,1.0673,2.96660877155555,242.696666018707
"107",2015-04-01,12.7169444,0.6985,3.16861652204287,187.342222249602
"108",2015-04-08,13.07607631,1.7083,2.340224749243,259.804784415478
"109",2015-04-08,13.07607631,1.3686,2.70738731477494,213.43089454128
"110",2015-04-08,13.07607631,0.6778,2.91247402657076,172.844087873008
"111",2015-04-15,13.42880657,1.3311,2.58655653958089,188.241825778705
"112",2015-04-15,13.42880657,0.8628,2.7187045744883,283.72620140574
"113",2015-04-20,13.67520499,0.6499,2.70738731477494,132.807023439321
"114",2015-04-29,14.10233193,2.7262,2.5640127651497,160.669102425795
"115",2015-04-29,14.10233193,1.4007,2.70961564182692,153.118726976905
"116",2015-04-29,14.10233193,1.1926,1.3316612853397,228.192431603318
"117",2015-05-06,14.41475556,1.7079,1.37163747177626,150.711723668605
"118",2015-05-13,14.70382496,6.2586,0.904910218797771,250.670741820084
"119",2015-05-13,14.70382496,2.4972,0.615915102696681,254.362819867634
"120",2015-05-13,14.70382496,1.3893,0.527906904496423,197.130616525655
"121",2015-05-20,14.9630798,8.2063,2.0930201832357,159.213902235735
"122",2015-05-20,14.9630798,5.0108,2.0930201832357,162.041243622289
"123",2015-05-20,14.9630798,2.2842,0.88670124916197,240.453755086311
"124",2015-05-27,15.18545108,6.82,0.920466003284631,168.291158709492
"125",2015-05-27,15.18545108,3.2129,0.887615499170055,178.708392481867
"126",2015-05-27,15.18545108,1.9996,0.911346529423965,244.528729460997
"127",2015-06-03,15.36375268,7.9761,2.59931808204624,272.871844474966
"128",2015-06-03,15.36375268,3.6554,2.38834068181167,258.507204896856
"129",2015-06-03,15.36375268,1.9011,0.93503397469129,285.13425787895
"130",2015-06-10,15.49138028,9.9566,1.325224483942,216.42831265208
"131",2015-06-10,15.49138028,6.8579,1.47074579758934,179.188245591667
"132",2015-06-10,15.49138028,3.6292,2.57363003268108,215.08490350671
"133",2015-06-17,15.56312267,9.9719,1.98026602608103,217.513202118826
"134",2015-06-17,15.56312267,8.2021,1.80054245232922,189.625850811298
"135",2015-06-17,15.56312267,3.9822,0.738450319737277,215.134338353918
"136",2015-06-24,15.57591257,11.1049,1.79263741705239,270.919724992874
"137",2015-06-24,15.57591257,9.6568,2.49413559839534,185.682735800575
"138",2015-06-24,15.57591257,4.9495,0.999193346113559,182.900331339033
"139",2015-06-30,15.53954818,12.1796,1.86902293376542,207.236526356452
"140",2015-06-30,15.53954818,8.1267,2.34446956288739,224.276242586525
"141",2015-07-08,15.42558814,15.5212,1.83155854074092,235.149387781163
"142",2015-07-08,15.42558814,9.93,1.8616415008505,235.251311052917
"143",2015-07-08,15.42558814,6.8613,1.89084433411821,235.453483290503
"144",2015-07-15,15.26933661,16.9218,1.57143278016292,208.260131795893
"145",2015-07-15,15.26933661,9.2122,1.53101356118176,279.000868390766
"146",2015-07-15,15.26933661,6.6435,1.16089201063856,295.226077302934
"147",2015-01-07,8.96255667,3.6214,0.689028711296197,779.510221680923
"148",2015-01-07,8.96255667,3.6173,0.628661991333536,774.77920377556
"149",2015-01-07,8.96255667,4.4425,0.311440102114084,787.734213446126
"150",2015-07-22,15.06680216,15.703,1.91921997123074,251.073366496475
"151",2015-07-22,15.06680216,12.6717,1.7685351947681,272.542935643187
"152",2015-07-22,15.06680216,7.9675,0.827271522355357,340.614513079728
"153",2015-07-29,14.82506036,17.1532,2.37624810902662,238.168508791016
"154",2015-07-29,14.82506036,15.0554,1.067039058829,342.674039425395
"155",2015-08-05,14.55127024,19.351,1.7685351947681,262.128323187281
"156",2015-08-05,14.55127024,13.3371,2.72850359699472,251.520148217263
"157",2015-08-05,14.55127024,8.959,0.500599514889559,352.760105345149
"158",2015-08-12,14.2521121,13.1796,2.49413642407292,373.468165579412
"159",2015-08-12,14.2521121,9.1265,1.91921997123074,391.562362866029
"160",2015-08-19,13.93345019,18.5559,1.6291523005432,277.620333797131
"161",2015-08-19,13.93345019,14.3384,1.58128532101451,306.237385898952
"162",2015-08-19,13.93345019,12.371,2.7394403351403,327.669246815046
"163",2015-08-26,13.60019852,20.8656,1.59104377275337,300.501129135442
"164",2015-08-26,13.60019852,17.992,1.91922143844331,317.270066371852
"165",2015-08-26,13.60019852,14.5991,2.91823873066397,373.428929442607
"166",2015-09-02,13.25633971,18.6109,1.67483231719876,302.064406083686
"167",2015-09-02,13.25633971,16.5277,2.05014531746166,255.932573676928
"168",2015-09-02,13.25633971,12.2376,2.21910674024503,440.204402460453
"169",2015-09-09,12.90504429,17.3185,2.06717283797595,342.736396068381
"170",2015-09-09,12.90504429,13.1189,2.4659412719007,338.469536934604
"171",2015-09-09,12.90504429,9.7868,1.88362432678055,414.971360532742
"172",2015-09-17,12.49768949,16.1522,1.92618983265721,384.053746063052
"173",2015-09-17,12.49768949,10.7841,1.74383767791376,559.932829749823
"174",2015-09-23,12.18986056,16.0308,1.68372129777346,408.502548691097
"175",2015-09-23,12.18986056,11.6475,2.59957966916813,389.074003440304
"176",2015-09-23,12.18986056,9.7099,1.95359341417747,517.61359772692
"177",2015-01-14,9.131752594,3.1541,0.57267866723409,695.302077600271
"178",2015-01-14,9.131752594,3.6953,0.666818605512436,617.64043754627
"179",2015-01-14,9.131752594,5.1018,0.296944047630652,604.534713218019
"180",2015-09-30,11.8299885,14.7912,2.07439256703182,292.869047378986
"181",2015-09-30,11.8299885,14.5186,2.17134592834933,293.839225195493
"182",2015-09-30,11.8299885,13.0888,1.98682311086649,295.088345849197
"183",2015-10-07,11.47117112,13.8216,2.2777112889895,237.452188215964
"184",2015-10-07,11.47117112,13.3717,2.42209996149519,374.842966913597
"185",2015-10-07,11.47117112,12.5627,1.16089201063856,410.546016454191
"186",2015-10-15,11.06524962,13.9852,3.18770048473305,240.987354457158
"187",2015-10-15,11.06524962,13.5007,2.71744658317454,305.760226081109
"188",2015-10-15,11.06524962,12.8348,0.709822373507891,324.906340837184
"189",2015-10-21,10.7660898,11.5355,2.2777112889895,460.806481045671
"190",2015-10-21,10.7660898,12.0367,2.18746263984702,309.012366260918
"191",2015-10-21,10.7660898,11.6934,1.41062105311095,384.156369149848
"192",2015-10-29,10.37854875,10.3891,2.14936514656671,455.128668775492
"193",2015-10-29,10.37854875,10.3653,2.14936398098472,418.237653156901
"194",2015-10-29,10.37854875,10.242,2.01263511745975,361.161916301907
"195",2015-11-04,10.10015971,10.2426,2.07439131070385,477.292093309638
"196",2015-11-04,10.10015971,10.4639,1.83916454762478,422.828956528586
"197",2015-11-04,10.10015971,10.3042,0.924619947449518,497.221710950728
"198",2015-11-10,9.836277824,9.6865,2.49413559839534,366.012917837742
"199",2015-11-10,9.836277824,9.6728,2.70626594359441,256.763907824122
"200",2015-11-10,9.836277824,10.0176,2.21910565318275,309.764910040847
"201",2015-11-18,9.514538829,8.4837,2.86211744887768,375.059132113048
"202",2015-11-18,9.514538829,8.4921,2.86211802035377,312.662837187175
"203",2015-11-18,9.514538829,9.025,2.62429098464653,315.444332048462
"204",2015-11-25,9.269742172,7.7164,2.08825384899216,314.676465106305
"205",2015-11-25,9.269742172,8.9321,2.14895127956833,352.000817337748
"206",2015-11-25,9.269742172,9.0532,2.34446956288739,370.753823834256
"207",2015-12-02,9.068167678,7.2209,1.19031597287832,371.23259129076
"208",2015-12-02,9.068167678,8.7501,1.37510448735072,303.522121051668
"209",2015-12-02,9.068167678,8.6958,1.17571220904896,355.148852501854
"210",2015-01-21,9.35059534,3.6124,1.21128301947528,664.26485201041
"211",2015-01-21,9.35059534,3.6415,1.325224483942,692.66265052159
"212",2015-01-21,9.35059534,3.6347,0.64409873303824,604.208110764825
"213",2015-12-09,8.918175351,7.433,1.58128737811763,505.380671489484
"214",2015-12-09,8.918175351,7.7,1.56148010176236,517.823755109868
"215",2015-12-09,8.918175351,7.9171,1.11506617793979,460.93189396333
"216",2015-12-16,8.826890738,7.0825,1.70126932105171,712.797380610082
"217",2015-12-16,8.826890738,7.3115,1.59104377275337,749.348677156854
"218",2015-12-16,8.826890738,7.4169,1.57143070268764,582.54919244136
"219",2015-01-29,9.650577888,1.8462,0.745957823192184,580.585968131843
"220",2015-01-29,9.650577888,2.8701,1.87580492443907,478.068089425611
"221",2015-01-29,9.650577888,3.3881,0.44098024614178,541.312520364491
"222",2015-02-04,9.903218572,0.938,0.258248112417124,341.454596245108
"223",2015-02-04,9.903218572,1.3844,1.42750348069757,400.759384564515
"224",2015-02-04,9.903218572,1.8766,0.504604311472689,457.936414127751
"225",2015-02-11,10.22074654,0.0995,1.19084197103273,520.031512123597
"226",2015-02-11,10.22074654,0.2448,1.17745119514056,481.395746763815
"227",2015-02-11,10.22074654,0.9221,0.97933688999178,463.77590152622
"228",2015-02-19,10.60563148,-0.2377,0.957183123916447,317.468335771973
"229",2015-02-19,10.60563148,-0.1539,1.01824786258209,401.696973147114
"230",2015-02-19,10.60563148,-0.0184,1.01696468272291,344.464413658804
"231",2015-02-25,10.90506799,-0.3596,1.0701099281954,268.454593562707
"232",2015-02-25,10.90506799,-0.3331,1.10731431596201,414.646838752127
"233",2015-02-25,10.90506799,-0.0903,1.09506600804145,422.060653979844
"234",2016-03-03,11.26212155,3.1389,1.64767545012105,426.400635633413
"235",2016-03-03,11.26212155,2.671,1.39892179839307,351.775892052514
"236",2016-03-10,11.62430902,2.4351,2.84268831441873,309.762407082478
"237",2016-03-10,11.62430902,2.6776,1.83155854074092,288.320968421158
"238",2016-03-17,11.98896616,2.7878,3.11569604079697,319.65798140149
"239",2016-03-31,12.7169444,3.1047,1.89801408505917,349.171209981049
"240",2016-03-31,12.7169444,3.0611,1.87635028012099,326.826273894383
"241",2016-03-31,12.7169444,2.5921,2.04563912302135,188.923011918109
"242",2016-04-06,13.0251016,2.5853,2.1088971832607,367.728352740642
"243",2016-04-06,13.0251016,3.0454,2.14895127956833,284.011723832835
"244",2016-04-06,13.0251016,2.5823,2.68352182502428,264.995954055324
"245",2016-04-13,13.37891485,4.6101,2.61201128917045,287.976856891698
"246",2016-04-13,13.37891485,4.2222,2.77154880671501,271.874816163213
"247",2016-04-13,13.37891485,3.5349,2.68352182502428,279.512674532188
"248",2016-04-20,13.72379904,4.6356,1.63845676310278,362.843680216798
"249",2016-04-20,13.72379904,4.587,1.80054245232922,299.409437559313
"250",2016-04-20,13.72379904,3.167,1.7846677154143,265.415647100101
"251",2016-04-28,14.10233193,5.1261,1.2047095328748,233.940061058252
"252",2016-04-28,14.10233193,5.0033,1.36297967375437,273.29790843383
"253",2016-04-28,14.10233193,3.6676,1.71851471413885,318.217939561826
"254",2016-05-04,14.371413,6.332,1.61027955815096,285.023274534185
"255",2016-05-04,14.371413,5.2212,1.64767545012105,254.882454976196
"256",2016-05-04,14.371413,4.3365,1.92618983265721,200.447294633896
"257",2016-05-11,14.66419573,7.2761,1.94681259886782,141.566504139535
"258",2016-05-11,14.66419573,5.571,2.18215831573047,172.191839632242
"259",2016-05-11,14.66419573,4.6246,1.94681259886782,369.402696735098
"260",2016-05-18,14.92813264,7.6432,1.95359341417747,197.441873950782
"261",2016-05-18,14.92813264,6.2301,2.32819240906682,271.577552491513
"262",2016-05-18,14.92813264,4.3742,0.709822373507891,342.103259977582
"263",2016-05-25,15.15621696,8.7007,1.35070604282533,309.702020060227
"264",2016-05-25,15.15621696,5.9668,1.89801408505917,265.2526069446
"265",2016-05-25,15.15621696,3.6756,0.695190092393827,296.377908110258
"266",2016-06-01,15.34124073,9.3831,1.4995895637235,143.056828371068
"267",2016-06-01,15.34124073,7.4798,1.84671313959148,197.88769057567
"268",2016-06-07,15.46042434,10.4716,2.12912535404579,203.048388324019
"269",2016-06-07,15.46042434,9.1012,2.36048506514499,196.114344766795
"270",2016-06-07,15.46042434,7.0445,1.96032855953655,265.367279833243
"271",2016-06-15,15.5564386,9.589,2.1088971832607,272.581627923529
"272",2016-06-15,15.5564386,7.4206,0.975992575120199,230.743631287313
"273",2016-06-22,15.57774129,11.3421,1.53101356118176,203.215197501258
"274",2016-06-22,15.57774129,10.6981,1.83155854074092,231.005125589717
"275",2016-06-22,15.57774129,6.5569,2.34446956288739,303.696444729732
"276",2016-06-29,15.53954818,14.4638,1.27372178988658,304.125991316912
"277",2016-06-29,15.53954818,12.1778,1.31295455538924,333.713374054456
"278",2016-06-29,15.53954818,7.8573,1.58128532101451,328.030238081866
"279",2016-07-06,15.44375065,14.2598,1.71851471413885,184.035723826954
"280",2016-07-06,15.44375065,12.4247,1.4995895637235,260.015471803502
"281",2016-07-06,15.44375065,7.9103,1.83155854074092,249.076218927497
"282",2016-07-13,15.29465034,13.7831,1.68372129777346,212.811875514942
"283",2016-07-13,15.29465034,11.2933,1.63845676310278,198.128861055959
"284",2016-07-13,15.29465034,9.3665,2.06838438602202,276.634968607007
"285",2016-01-06,8.942898588,4.7565,1.87635028012099,549.679273914035
"286",2016-01-06,8.942898588,4.949,1.84671313959148,566.450462799469
"287",2016-01-06,8.942898588,6.0201,1.93998549001534,394.073372597329
"288",2016-07-20,15.09830517,16.8399,1.64767545012105,348.116152728021
"289",2016-07-20,15.09830517,14.0082,1.6291523005432,254.767150153971
"290",2016-07-20,15.09830517,10.8011,1.91220118966998,233.65460600905
"291",2016-07-27,14.86172095,17.2273,2.24972425486203,254.086424126345
"292",2016-07-27,14.86172095,12.2719,1.35070604282533,351.3198977636
"293",2016-07-27,14.86172095,8.8392,1.27372178988658,381.917853117695
"294",2016-08-03,14.59208431,18.3914,1.59104377275337,240.050158457243
"295",2016-08-03,14.59208431,11.7798,1.61027955815096,318.709407524071
"296",2016-08-03,14.59208431,10.4266,1.39892179839307,308.535913309829
"297",2016-08-10,14.2961698,17.4461,1.08330573885072,446.35798025355
"298",2016-08-10,14.2961698,14.7765,1.46714597231197,416.681062725719
"299",2016-08-10,14.2961698,10.002,1.41062105311095,254.049690910662
"300",2016-08-18,13.93345019,17.1185,1.81617074143292,260.157215336357
"301",2016-08-18,13.93345019,17.0344,1.88362432678055,376.246686525475
"302",2016-08-18,13.93345019,14.5167,1.93311145116787,368.42453496341
"303",2016-08-24,13.6485387,18.3876,1.6291523005432,383.110307928454
"304",2016-08-24,13.6485387,18.1244,1.80838712699791,416.87811515369
"305",2016-08-24,13.6485387,17.3,2.0980645519327,469.660703366319
"306",2016-08-31,13.30598387,18.3162,2.05626247060741,394.958728927473
"307",2016-08-31,13.30598387,11.845,1.54127255560529,432.786016047564
"308",2016-09-07,12.95558291,15.6565,1.43477257187501,366.337369385276
"309",2016-09-07,12.95558291,14.4297,2.20617550906642,378.587683591742
"310",2016-09-07,12.95558291,11.5535,2.71744658317454,292.159554041963
"311",2016-09-14,12.59995014,18.0556,1.63845676310278,557.886380927892
"312",2016-09-14,12.59995014,18.0462,1.59104377275337,449.470928786177
"313",2016-09-14,12.59995014,16.6461,1.92201404059986,381.444794451506
"314",2016-09-21,12.24124236,17.4071,1.68372129777346,343.565236875352
"315",2016-09-21,12.24124236,14.1707,1.96032855953655,402.255578177324
"316",2016-09-21,12.24124236,11.1709,2.4659412719007,315.895272328314
"317",2016-01-14,9.131752594,4.0368,1.56147800350738,393.800810326286
"318",2016-01-14,9.131752594,4.6171,1.83155854074092,349.620444606233
"319",2016-01-14,9.131752594,4.9472,2.0315660840388,369.46107056738
"320",2016-09-28,11.88138129,13.1386,2.12119030661569,425.92432839029
"321",2016-09-28,11.88138129,13.1029,2.06234116002698,360.284014331679
"322",2016-09-28,11.88138129,12.9982,1.93998549001534,463.527279262535
"323",2016-10-05,11.52228674,14.2087,2.34446956288739,344.893999255052
"324",2016-10-05,11.52228674,14.1936,2.34446956288739,355.509820777854
"325",2016-10-05,11.52228674,13.8613,2.3082838243357,346.842876271746
"326",2016-10-12,11.16611937,14.0297,3.78341387855241,311.268133828108
"327",2016-10-12,11.16611937,14.205,3.86067349893441,306.264907460901
"328",2016-10-12,11.16611937,14.1855,2.66024834839208,287.53650987082
"329",2016-10-19,10.81553151,14.1437,2.93626672974704,361.284830708107
"330",2016-10-19,10.81553151,14.0958,2.94516082383704,349.004308433788
"331",2016-10-19,10.81553151,14.0617,2.6949582070559,277.708811721695
"332",2016-10-26,10.47391928,13.3789,2.40704870655541,536.308596335748
"333",2016-10-26,10.47391928,13.8909,1.8616415008505,546.223601884852
"334",2016-10-26,10.47391928,13.5429,0.998007115094143,686.094267344834
"335",2016-11-02,10.14565724,10.4925,2.01263511745975,704.0201095946
"336",2016-11-02,10.14565724,10.1721,2.15490493412203,604.065643396052
"337",2016-11-02,10.14565724,9.4384,1.38708404923414,887.181357032798
"338",2016-11-09,9.836277824,8.6593,2.7396199250685,442.33279779891
"339",2016-11-09,9.836277824,9.2392,2.9813310722561,525.392358372027
"340",2016-11-09,9.836277824,9.2984,1.95121888986475,555.499054120954
"341",2016-11-16,9.55253472,9.0296,1.84102571053097,773.698973729023
"342",2016-11-16,9.55253472,9.0869,1.43074177585519,676.212074883251
"343",2016-11-16,9.55253472,9.1585,1.30624686176821,652.605933757952
"344",2016-11-23,9.302268638,8.7518,1.32810364993845,526.648683226441
"345",2016-11-23,9.302268638,9.1121,1.60896780194948,727.241265002303
"346",2016-11-23,9.302268638,9.4038,0.760917972278182,744.894516118956
"347",2016-11-30,9.093992757,8.128,1.2376609332286,673.619885820181
"348",2016-11-30,9.093992757,8.1632,1.16401918266081,814.251460175711
"349",2016-11-30,9.093992757,8.3242,1.18917485272236,448.751639277688
"350",2016-01-20,9.31661092,3.5203,1.71851471413885,482.775841164902
"351",2016-01-20,9.31661092,3.8671,1.68372129777346,480.963238118991
"352",2016-01-20,9.31661092,4.9496,1.63845676310278,432.808150544197
"353",2016-12-07,8.936154334,6.46,1.05655341842124,818.20446524494
"354",2016-12-07,8.936154334,7.1916,1.2376609332286,692.63973394886
"355",2016-12-07,8.936154334,7.6872,1.12506270500933,790.299902192858
"356",2016-12-14,8.836123744,6.0896,1.45608857811042,888.526914919151
"357",2016-12-14,8.836123744,5.9977,1.00514008541624,876.307672617814
"358",2016-12-14,8.836123744,5.9748,0.830179313436681,740.110967299222
"359",2016-01-27,9.571247608,3.3998,1.26029453491071,467.813167244175
"360",2016-01-27,9.571247608,3.4032,1.26029453491071,472.0657957076
"361",2016-01-27,9.571247608,4.182,1.24668740673347,470.631035679516
"362",2016-02-04,9.903218572,3.4574,1.05050688999326,543.686622575494
"363",2016-02-04,9.903218572,3.5274,1.08330573885072,438.026807871065
"364",2016-02-04,9.903218572,3.6197,1.08330573885072,364.283881482884
"365",2016-02-10,10.17412698,2.1186,0.665277401115983,363.108698030706
"366",2016-02-10,10.17412698,2.8354,0.724238788037619,444.711862750447
"367",2016-02-10,10.17412698,3.0729,0.527092596229863,459.487676417573
"368",2016-02-17,10.50764552,2.448,0.766281464547447,422.865196819795
"369",2016-02-17,10.50764552,2.4839,0.724238788037619,469.530092030462
"370",2016-02-17,10.50764552,2.5723,0.649978685158567,321.433902545129
"371",2016-02-24,10.85466468,1.5157,1.23288965298655,369.774251136588
"372",2016-02-24,10.85466468,2.6104,1.42218260468237,440.745613480917
"373",2016-02-24,10.85466468,2.5047,0.731367393379643,330.263315945931
"374",2017-03-08,11.46864094,1.597,1.30755143336633,400.763335201502
"375",2017-03-08,11.46864094,1.5737,1.20126815004381,259.64457322079
"376",2017-03-08,11.46864094,1.8568,1.18128231115623,277.799855143656
"377",2017-03-15,11.83253199,1.2066,1.27254038538973,356.093117986198
"378",2017-03-15,11.83253199,1.2042,1.26104854808214,349.44031593449
"379",2017-03-15,11.83253199,1.2706,1.21371024123167,251.875212089246
"380",2017-03-22,12.19758219,2.0191,1.48762049961118,272.70284479329
"381",2017-03-22,12.19758219,1.8547,1.54143954626276,238.81893697008
"382",2017-03-22,12.19758219,1.5302,1.26104854808214,253.461597524
"383",2017-03-29,12.56169266,1.1261,2.6009125517217,182.938701257316
"384",2017-03-29,12.56169266,1.2286,2.66494574263067,234.661382469981
"385",2017-03-29,12.56169266,1.2956,1.99099413409165,212.492659934129
"386",2017-04-05,12.92279346,1.476,2.99256877496473,240.450080350706
"387",2017-04-05,12.92279346,1.4734,3.0469366639897,389.748755565146
"388",2017-04-05,12.92279346,1.4691,2.99256877496473,257.858222054315
"389",2017-04-12,13.27859757,4.2228,2.17446872689952,180.803202277801
"390",2017-04-12,13.27859757,2.3044,2.6009125517217,385.148576368783
